ip_distance_km,device_trust_score,time_since_last_login_hrs,dns_response_time_ms,ssl_cert_valid,domain_age_days,login_hour,failed_login_attempts,browser_fingerprint_match,geolocation_match,risk_level
20.00759791,0.720702278,19.29071166,20.40639211,1,1940.009603,11,0,1,1,0
0,0.718681932,7.727549735,23.46428792,1,3344.056707,14,1,0,1,0
10.86857094,0.873995136,23.25195857,21.61041155,1,2899.289938,18,0,0,1,0
5255.378812,0.061061192,273.3356631,131.4988767,0,86.58052842,11,1,0,1,2
14.17861947,0.823529662,28.17692621,19.18938012,1,2088.548527,15,1,0,0,0
7.482205863,0.750058061,1.670426557,24.22387188,1,1554.766565,10,1,1,1,0
1939.075348,0.171500563,0.37118028,197.7694286,0,54.37208197,7,3,0,0,2
0.544974786,0.889813564,26.70050506,25.94298412,1,1195.33585,20,0,1,0,0
0,0.91067763,23.39248636,21.55826428,1,2040.300986,17,0,0,0,0
16.08703581,0.855709684,15.02684433,25.72146534,1,3531.4641,17,0,1,0,0
8.613956055,0.877104307,44.48613928,17.37716493,1,1778.677326,14,0,0,0,0
7220.21274,0.158409739,273.3356631,131.6488693,0,85.03968821,13,1,0,1,1
7497.219114,0.037994658,0.37118028,133.2698073,0,14.41518425,4,3,0,0,1
0,0.983709444,11.20810371,15.54841076,1,2662.949054,11,0,1,1,0
3802.638304,0.224151944,273.3356631,116.4346204,0,47.66145252,17,2,0,0,1
14.54001763,0.706547019,6.335741241,19.2502964,1,2825.461772,18,0,0,0,0
26.63254723,0.789940158,10.00725314,22.92157083,1,621.2098512,20,0,1,1,0
6582.66267,0.042311563,0.37118028,150.7168211,0,14.94044213,11,4,0,0,1
0,0.761599882,13.07390757,24.96891107,1,3287.62315,17,0,1,0,0
3447.19105,0.045620119,273.3356631,131.9384904,0,70.68563381,0,2,0,0,2
14.18316606,0.915536184,2.475582688,23.13803149,1,2008.502439,22,1,1,1,0
20.32738913,0.737879422,26.4060154,18.39851098,1,3196.15696,11,0,1,1,0
4316.571886,0.241323151,0.37118028,126.2232777,0,42.49093048,19,4,0,0,1
14.35678393,0.838802682,52.15566229,17.95345763,1,3463.773718,20,0,1,0,0
7020.050809,0.225776737,273.3356631,161.6642521,1,9.869842593,3,1,0,1,2
3.036501509,0.962764925,8.434555602,5,1,491.0252846,18,0,1,0,0
2678.612042,0.332890312,0.37118028,80,1,47.87535294,22,4,0,1,1
3978.989161,0.306044604,0.37118028,93.4465685,0,82.52328812,11,3,0,1,2
13.77362291,0.777862535,31.44616009,23.85898089,1,3324.481894,16,0,1,1,0
3445.706892,0.397349115,273.3356631,116.9431444,0,16.40816409,14,4,0,0,1
4.734861246,0.8779133,0.127863417,20.89238332,1,1080.143839,8,0,1,1,0
2853.014441,0.348356716,273.3356631,130.3399498,1,62.99197299,20,1,0,0,2
2884.544973,0.022255464,0.37118028,156.1709567,0,27.44342707,3,1,1,0,2
0,0.899495471,5.248261405,19.55954378,1,3340.411057,9,0,0,1,0
6.846803059,0.850939742,36.71145464,26.2716918,1,3003.855524,15,0,1,1,0
0,0.960031106,2.935987703,19.58642488,1,1057.171395,10,0,1,1,0
31.32382065,0.912125943,11.97728881,24.09962626,1,2422.261717,20,1,1,0,0
0,0.748670022,7.829775187,16.34184131,1,3419.792992,11,1,1,1,0
1108.908403,0.317197461,0.37118028,165.7011301,0,73.51685937,1,2,0,0,2
9.591800792,0.856050968,1.263748055,24.72934822,1,1159.196407,15,1,0,1,0
5.976760985,0.768153867,52.86994881,13.16570818,1,1309.117324,21,0,0,1,0
7990.625258,0.224444044,273.3356631,137.7075841,1,1.780953201,23,3,0,0,2
0,0.862671162,41.34099493,21.53806334,1,3639.649899,9,0,1,1,0
9.714155564,0.90334396,7.001408562,17.70680682,1,1790.850533,16,0,1,1,0
4843.043958,0.092376144,273.3356631,205.8966911,0,75.74750197,8,2,0,0,1
5090.594887,0.015113689,0.37118028,80,1,4.113386743,8,4,1,0,1
5674.767591,0.185404592,0.37118028,106.9780766,1,80.65791489,20,2,0,0,2
3986.531976,0.081261575,0.37118028,90.33121157,0,59.25804722,1,3,0,0,1
5102.841364,0.308723911,0.37118028,86.66840024,0,41.76330156,1,4,1,0,1
35.78880808,0.742007229,27.15169962,28.14821066,1,601.2135664,21,0,1,0,0
11.62130675,0.897034031,1.281349073,22.74159814,1,2817.095243,17,1,1,0,0
3520.492774,0.115565726,0.37118028,185.6938722,0,76.40164439,6,2,1,0,2
6408.985397,0.391052935,0.37118028,209.3713576,0,69.46157712,16,1,0,0,2
4215.943947,0.301285375,0.37118028,210.8361746,0,6.389150805,8,1,0,0,1
10.70890511,0.804202998,9.0023491,25.45430835,1,1626.502658,14,0,0,0,0
8.072995209,0.908769735,0.731664419,23.80423327,1,2098.09906,21,1,1,0,0
4200.832095,0.056129408,0.37118028,167.7154691,0,20.33494495,9,3,0,1,1
1583.567724,0.031068965,0.37118028,136.9695834,0,80.07042176,18,1,0,0,2
16.2656503,0.887870296,19.19959105,20.9284429,1,2292.532577,16,0,1,1,0
30.79709338,0.855610298,6.607667793,17.38934215,1,1838.019758,17,0,1,0,0
3489.077858,0.036335272,273.3356631,80,1,76.53753317,12,4,0,1,2
666.1965166,0.336355591,0.37118028,191.7666718,0,41.7287703,15,1,0,0,2
11.0789651,0.934112837,28.72259339,24.36412176,1,1561.137672,22,0,0,1,0
0,0.757032295,23.03992669,22.12660654,1,623.521863,20,0,0,1,0
0,0.877966471,15.97886179,16.83559863,1,536.0578544,6,0,1,0,0
3.270539401,0.899265815,12.69097001,25.24241326,1,786.0978192,12,1,1,1,0
13.52433335,0.916844291,25.1620812,25.95949667,1,1699.913641,9,0,1,0,0
16.88393273,0.705798289,1.483562095,15.4359454,1,990.5083344,14,0,1,0,0
0,0.734841688,15.0877983,15.81968924,1,3095.64247,10,0,1,1,0
17.66911149,0.941921085,24.2504997,16.00029747,1,645.5471609,7,0,1,0,0
4.444153291,0.711698804,41.63352835,30.98111571,1,638.9001916,18,0,1,1,0
0,0.890828814,54.22007534,21.39174317,1,1688.98232,9,0,1,1,0
0,0.881047929,19.15717575,18.07528556,1,3289.374903,13,0,0,0,0
3326.266708,0.142718502,273.3356631,84.61787095,0,7.59660652,13,3,0,0,2
0.411157371,0.775300415,3.0802042,25.52916533,1,1730.820221,11,0,1,1,0
4141.746517,0.032941196,0.37118028,110.3389401,0,69.03160991,5,4,0,0,2
12.00309879,0.788587148,37.15706213,13.2124123,1,800.5058445,14,0,0,0,0
0,0.936534203,3.232253365,17.41153714,1,2969.479549,7,1,1,0,0
3.604103718,0.791182754,36.72057939,23.50747391,1,2594.398408,18,1,1,1,0
0,0.76275564,8.757946779,15.80553663,1,2863.126232,17,1,0,1,0
13.57659623,0.835105294,2.060509966,29.61722897,1,893.8338581,12,1,1,1,0
3829.375235,0.181319895,273.3356631,143.7640921,1,69.75485166,4,2,0,0,1
6463.555419,0.039905202,0.37118028,198.1105289,0,80.62955532,10,1,0,0,2
0,0.97552793,33.87906537,22.40130251,1,647.2156252,8,0,1,0,0
0,0.99005365,49.9322655,22.07386445,1,3017.565019,19,0,1,0,0
20.23124077,0.940775704,22.68884277,18.78469401,1,998.4781154,15,1,1,1,0
23.31458766,0.814120165,26.00941029,24.01064229,1,1308.641528,12,0,1,1,0
2617.44763,0.156691105,0.37118028,150.5010576,0,86.72503505,7,1,0,0,2
3.876719503,0.731267441,6.506991566,12.49889069,1,1732.49599,10,1,1,1,0
10.83928185,0.702977146,15.62640976,22.48200059,1,1957.76096,17,0,1,1,0
8.197819341,0.96142421,3.25814526,14.74688339,1,918.8478741,13,0,1,1,0
7.240924818,0.752464431,43.99817237,20.09008436,1,3626.453553,14,0,0,1,0
2066.277653,0.394253448,0.37118028,80,0,58.83137475,1,3,0,0,2
1380.965546,0.271870052,273.3356631,89.32683199,0,57.65245948,23,3,1,0,2
10.1765902,0.80464616,0.575839312,20.78563959,1,596.4633261,17,0,1,1,0
0,0.815151665,15.28060111,23.96909234,1,3577.249383,11,0,1,1,0
5.961207769,0.912092946,27.3237248,18.29700647,1,1114.309741,16,0,1,0,0
9.137990975,0.889684646,38.3300341,19.29237123,1,2566.784311,14,1,1,1,0
4772.78474,0.044884616,273.3356631,163.6807291,1,73.49120916,9,2,0,1,2
7887.034017,0.264767092,273.3356631,182.8203283,0,39.9848287,16,2,0,0,2
4297.787552,0.243188467,0.37118028,113.4593437,0,23.19235567,8,3,0,1,1
5038.036139,0.212862994,0.37118028,225.805809,1,87.40039816,2,4,0,0,2
10.57810306,0.764321945,0.547751662,22.17251323,1,2592.632418,13,1,1,0,0
17.77664896,0.755267452,88.86479656,17.01512857,1,2150.346348,20,0,1,1,0
4576.507838,0.120711689,0.37118028,175.8081511,0,14.00207228,13,2,0,0,1
20.47505201,0.921579237,26.88873222,9.151612911,1,1299.621788,20,0,1,1,0
6796.750299,0.211474341,0.37118028,123.3581866,0,71.28436882,10,2,1,0,2
11.38592459,0.836870953,26.02689339,18.5131196,1,1023.854907,21,0,1,1,0
30.73359803,0.998154517,40.45494433,22.54304187,1,1235.416797,19,0,1,1,0
4.442309223,0.780220608,12.10038434,19.95077596,1,1457.88724,17,0,0,1,0
0,0.775289998,63.52901774,24.98059107,1,2758.102573,22,0,0,1,0
12.91031947,0.87646068,38.98948963,20.51719065,1,1923.578696,21,0,0,1,0
6885.790222,0.139068697,0.37118028,156.1245463,1,27.40685974,19,1,0,1,1
7.433394493,0.787151352,0.311552743,25.96556473,1,3195.437961,17,0,0,1,0
12.25766624,0.837556903,9.546337479,14.54187414,1,2406.651517,11,1,1,1,0
0,0.863929095,50.49621522,21.53672808,1,2781.185519,10,0,1,1,0
0,0.968196913,40.75503727,8.048478163,1,603.9386199,15,0,1,1,0
20.49934405,0.800271496,20.75192484,17.51214581,1,2753.72983,17,0,1,1,0
8.376026621,0.703511983,3.065030922,21.97899424,1,1407.196388,13,0,1,1,0
4986.783199,0.289104813,0.37118028,146.6494979,1,72.25550542,16,4,0,0,1
27.70692858,0.906521506,94.58029853,10.98068604,1,780.4350462,21,0,0,1,0
2858.574769,0.009584554,273.3356631,244.381256,1,82.10301122,14,3,0,0,1
17.46085192,0.739195703,4.420023521,16.8498751,1,3419.624534,19,0,1,0,0
4.653151126,0.789415663,48.25616562,21.61592741,1,2223.479902,6,0,1,0,0
4.255540842,0.916621281,26.01061828,19.09248419,1,1346.972403,16,0,1,1,0
15.22570432,0.814155313,5.424362562,22.53510136,1,2925.761575,14,0,1,0,0
4075.964179,0.062504536,273.3356631,172.3965366,0,69.49441347,1,4,0,1,1
4613.626893,0.27246902,0.37118028,173.6407535,0,58.2428969,14,4,0,1,2
529.4699107,0.344342011,273.3356631,80,0,29.05996567,7,3,0,0,2
0,0.819283714,9.762120262,16.59309882,1,2051.632323,15,0,1,1,0
16.3556564,0.969950004,25.49533075,17.68530244,1,3171.702401,15,1,1,1,0
6415.148219,0.005037045,273.3356631,87.48919871,0,78.990401,8,4,0,0,2
16.05525933,0.942008056,0.53551795,12.51371177,1,775.9170688,8,0,0,1,0
17.71555095,0.994296213,65.34525542,25.02962256,1,2073.957157,8,0,1,1,0
3723.922768,0.38340651,0.37118028,219.1567823,0,79.00220546,19,2,0,0,2
2821.770142,0.296323746,273.3356631,227.0660572,1,4.581784585,4,3,0,0,1
0,0.78445636,44.76264368,34.07327222,1,1406.05925,11,0,1,0,0
5.644744148,0.941527096,7.513559931,18.40625842,1,2185.485424,12,0,1,0,0
8.80197851,0.772579504,9.879977055,18.24575285,1,2701.035169,18,0,0,1,0
0,0.774515083,0.488241106,24.43539888,1,1759.721015,6,1,1,0,0
4.668730271,0.780277803,28.29135607,14.06503306,1,530.9170417,20,0,1,0,0
7552.371149,0.109211518,273.3356631,117.3128985,1,69.57355291,13,4,1,0,1
6.920491165,0.910341878,5.660592719,13.64040499,1,491.0177075,11,0,0,1,0
15.80780726,0.941187552,5.691566253,14.56972709,1,1870.362139,20,0,1,0,0
7627.130376,0.125818439,273.3356631,205.3228576,0,47.07891848,10,4,0,1,1
7.239141341,0.871523795,109.3653142,10.44341554,1,2571.794903,7,0,1,1,0
0.212513783,0.922271217,5.159309153,23.40115104,1,2352.659068,7,0,1,1,0
0,0.906316613,26.68753729,15.29800542,1,1536.835611,19,0,0,0,0
1735.557788,0.106937885,273.3356631,130.6209554,0,69.83190799,10,1,0,0,2
3489.49747,0.349214241,273.3356631,179.9542093,0,29.88511964,7,2,0,0,1
6.053755061,0.747181962,8.444335309,20.42252573,1,851.5111235,7,0,1,1,0
3.701793003,0.825500159,19.00094782,15.86944004,1,2417.452885,11,0,0,0,0
13.6960592,0.99641079,1.239870845,27.26637738,1,3132.72586,18,1,0,0,0
19.41273289,0.771638863,77.81155708,26.62716055,1,1418.236393,12,0,1,0,0
12.42095372,0.79233875,20.5394075,19.71046125,1,1293.146737,6,1,1,1,0
7.164585896,0.745374049,21.8028296,28.26808634,1,484.3793582,15,0,1,0,0
0,0.775672306,3.699191334,15.74732361,1,3457.101281,21,0,1,1,0
0,0.771230041,0.606929854,19.33915322,1,3352.522436,10,1,1,1,0
0,0.700442147,67.87653289,22.47902511,1,3523.256743,14,0,1,1,0
0,0.964047021,5.667015616,15.21215522,1,3219.0116,19,0,0,0,0
11.15935607,0.822275263,44.69224935,17.99102487,1,964.9235529,21,0,1,1,0
3551.59297,0.378716469,0.37118028,144.3936778,0,32.21394734,18,2,0,0,2
6922.007401,0.245792403,273.3356631,80,1,80.49538638,1,1,0,1,1
0,0.881138636,14.20514844,18.65677123,1,3162.141962,17,0,1,1,0
8.411519748,0.95258007,28.81140057,24.05399323,1,2707.251949,21,0,1,1,0
8.078017689,0.763211489,22.20364542,21.13517239,1,3515.394418,9,0,1,1,0
8.32314012,0.911105793,26.8098128,16.30971458,1,3523.893588,22,0,1,1,0
6.864543148,0.734430662,130.3979086,12.61537536,1,2748.162933,7,0,1,1,0
1311.202642,0.370622846,0.37118028,97.38352652,0,44.2191403,20,2,0,0,1
1.629140289,0.976229983,17.51932709,19.59477018,1,3394.781042,12,0,1,1,0
0,0.805915117,67.72428969,17.65434573,1,2690.608611,19,0,1,1,0
0,0.787846611,6.035838352,31.0626552,1,3284.048636,20,0,0,1,0
3331.590672,0.027340686,0.37118028,205.3230885,1,83.97183766,14,1,0,1,1
0,0.917793973,28.00268631,18.8863965,1,2136.251614,7,1,1,0,0
0,0.937856326,5.694787939,18.31806527,1,3018.302282,9,0,1,0,0
0,0.925412526,55.49377233,16.649424,1,2211.534249,12,1,0,1,0
15.49009226,0.831744945,8.852310235,22.51626032,1,1955.546077,18,0,1,1,0
1054.723905,0.310455761,273.3356631,100.3039535,0,40.29410015,22,1,1,0,2
0,0.914327249,42.01585402,20.09690619,1,550.2143899,6,1,0,1,0
4.809837921,0.895344275,8.782832711,11.55408481,1,3465.297985,9,0,1,1,0
20.51151976,0.728960341,5.907983115,22.30135812,1,687.0763077,13,1,0,0,0
0,0.844911909,20.72646835,26.86957193,1,1811.827565,19,0,1,1,0
0,0.99739837,31.31562734,24.26234322,1,1361.278171,17,0,1,1,0
0,0.971876374,163.3380293,25.18043826,1,1582.064371,12,0,1,1,0
16.43754043,0.874659624,2.647734465,22.79168212,1,1678.078725,16,1,0,1,0
2.558433647,0.779597841,14.02635654,20.07591471,1,1302.027664,22,0,1,1,0
4853.136243,0.31142121,273.3356631,91.31848037,0,88.78947331,6,1,0,0,2
2296.165359,0.148001416,273.3356631,174.9779454,0,13.74165899,12,3,1,0,2
12.17542256,0.771853051,5.582746298,25.26992886,1,794.9445401,12,0,0,1,0
0,0.987422044,11.18555125,17.71075807,1,2410.160182,8,0,1,0,0
3617.776837,0.054823873,0.37118028,211.1355896,1,46.77505662,15,3,0,1,2
16.79440121,0.993040099,3.653919063,24.31111756,1,2785.370158,8,0,0,1,0
1455.655875,0.025569266,273.3356631,209.4403121,1,14.38078285,19,1,1,0,2
28.14658567,0.919246289,19.88945247,13.02105399,1,1567.402853,13,0,0,1,0
3361.807909,0.328023746,273.3356631,231.1764605,0,20.1135866,13,3,0,0,1
4743.634946,0.074241626,0.37118028,210.604536,1,34.55239795,23,3,0,0,1
988.9460164,0.078335697,0.37118028,188.6773808,1,44.55044401,2,1,0,0,2
0.289616944,0.800562414,39.0874958,26.81281426,1,1473.224572,19,1,1,1,0
6.200313267,0.786665482,58.15049555,17.64342139,1,2326.528097,19,1,0,0,0
10.90654831,0.989049772,9.682186771,25.90064087,1,1418.539462,17,0,1,0,0
0,0.980884186,26.1060738,18.89478768,1,367.5935439,10,0,1,1,0
16.67782062,0.860190242,13.48906967,17.91687347,1,3477.943718,15,0,1,1,0
5.260910502,0.719802953,6.391891101,16.1175043,1,1948.353305,18,1,0,1,0
1995.125967,0.110016104,0.37118028,152.7585319,0,80.98368179,23,3,0,0,2
15.06292809,0.982517713,0.165641386,19.12310772,1,3434.53946,13,0,1,0,0
0,0.804428678,1.726065227,10.89456965,1,3480.576636,20,1,1,1,0
1.346784487,0.866011357,5.314428716,13.81932102,1,1485.342262,19,0,0,1,0
8.015473423,0.700965479,1.650600719,21.64553389,1,449.8810237,20,1,1,1,0
2.182153911,0.899915624,107.0054795,14.21792092,1,925.9737341,9,0,0,0,0
2795.045789,0.300371357,273.3356631,167.9424036,1,4.996945189,21,3,0,0,2
17.55756126,0.794881045,24.62013886,10.31623649,1,2204.240397,19,0,0,1,0
4.749730413,0.921616945,17.68421022,16.30114418,1,1208.133651,21,0,1,1,0
11.98223314,0.774202095,2.675324377,24.0699043,1,676.2173351,22,1,1,1,0
6.173273833,0.760604701,1.664827287,26.15111088,1,1520.366752,7,0,1,0,0
14.9801011,0.991923449,15.54877894,16.04559104,1,1808.643755,15,0,0,0,0
16.19574911,0.783044292,20.020981,18.13662208,1,3351.083359,17,0,1,0,0
2769.667138,0.005932065,273.3356631,158.7836856,1,13.18234845,13,4,0,1,2
0.062434168,0.95650906,31.81523135,22.96265154,1,1694.458797,11,0,1,1,0
5.184183792,0.79189405,41.28632232,22.47031959,1,1832.646542,17,0,0,1,0
9.810092317,0.786773432,5.628777015,21.16924013,1,492.4562088,13,0,1,1,0
5814.343438,0.042230257,0.37118028,218.1803648,1,59.16729859,4,3,0,0,2
0,0.883002225,114.5172612,14.91117845,1,1022.506584,21,0,1,1,0
5.917607765,0.74802149,15.07055222,25.06318705,1,1236.275696,7,0,1,1,0
1357.184644,0.077621552,0.37118028,170.6041732,0,8.104964924,9,4,0,1,2
4.865027753,0.978425092,22.98949316,19.28926732,1,1019.230409,10,0,1,1,0
3875.932045,0.344241796,273.3356631,165.350153,1,82.66935399,15,1,1,0,1
11.4719594,0.81151722,9.65994823,20.17783037,1,2150.088224,20,1,1,1,0
1604.553564,0.261722529,0.37118028,213.7326562,0,19.17981224,1,3,0,0,2
19.75356217,0.804382423,16.05857063,17.25899851,1,1496.999817,16,0,1,1,0
0,0.707859013,28.47040826,14.92060587,1,647.891423,19,1,0,1,0
15.53802052,0.846271358,0.988500143,18.44846147,1,1712.847726,10,1,1,1,0
7.606737658,0.752566532,12.28799819,17.5854508,1,3310.812416,19,0,1,1,0
16.96571502,0.896552114,16.63832894,17.88120159,1,927.633154,18,1,0,1,0
7961.09772,0.399479393,273.3356631,196.5443691,1,83.25715537,18,4,0,1,2
10.38910044,0.871614593,27.23418328,20.01143968,1,992.7819705,22,0,1,1,0
5203.537955,0.231480259,0.37118028,145.3195488,0,80.04783402,12,4,0,0,1
7948.780922,0.107518838,273.3356631,114.2979128,0,47.56284288,2,2,0,0,1
1828.515911,0.297494726,0.37118028,209.9112697,0,78.8644951,3,2,0,0,2
11.54365656,0.815262014,10.6812368,20.82147383,1,1153.232149,12,0,0,1,0
2.305931656,0.723690749,8.269201282,14.05383767,1,1932.425845,15,1,0,1,0
707.2387464,0.095485874,273.3356631,80,0,11.93592661,4,3,0,1,1
0.146364522,0.825637996,43.55374226,18.17247032,1,2117.482486,18,0,1,1,0
576.7539231,0.112621545,273.3356631,145.9403408,1,34.14955836,5,1,0,1,2
1370.400945,0.166982428,0.37118028,80,0,79.51690465,16,2,0,0,1
0,0.815653571,64.71458461,21.45448529,1,1283.728619,6,0,0,0,0
0.120885919,0.806136748,3.362086015,30.21088955,1,2708.261881,22,0,1,1,0
14.9204235,0.702716248,0.581703312,26.14995184,1,1949.761531,7,0,1,1,0
14.75545127,0.98121642,1.717087477,18.42456634,1,434.1062246,8,1,1,1,0
13.12862119,0.937978405,54.63803303,20.30042997,1,2518.107189,22,1,1,1,0
4611.528296,0.0517612,0.37118028,166.5306631,0,88.75058991,13,2,0,1,2
20.64643656,0.869506598,37.63429022,20.19723524,1,993.230394,12,1,0,0,0
16.58595579,0.800353387,5.084774839,15.0332065,1,1990.503251,6,0,1,1,0
17.130977,0.920960569,4.226169879,17.40873681,1,2718.128753,6,0,1,0,0
5205.316283,0.135471842,273.3356631,82.4146234,0,8.963576085,15,2,0,0,2
1174.754591,0.15921727,0.37118028,229.956162,0,46.57724314,15,4,0,0,2
1807.090089,0.11110562,0.37118028,111.9699668,1,73.92998928,15,1,0,0,2
0.223425532,0.707634328,2.615877592,22.09852804,1,1722.829981,19,0,1,1,0
11.81952971,0.990137985,7.505833162,30.92048367,1,3022.100301,21,0,0,0,0
0,0.944784082,2.942727763,18.03235072,1,2884.098629,8,0,1,0,0
6662.349479,0.031059166,0.37118028,197.4944534,0,11.14261634,12,3,1,1,1
658.7286049,0.047700067,273.3356631,115.787891,1,16.61549235,18,3,1,0,2
11.8605146,0.955679162,10.3838558,21.59260502,1,1404.599956,19,1,1,1,0
0.847120861,0.88032225,14.96608736,17.59117014,1,2474.332122,11,1,1,1,0
5.870470682,0.890887406,46.34021705,21.40504625,1,499.9555689,16,0,1,0,0
3494.74442,0.214848299,273.3356631,169.4323623,0,88.83442631,20,2,0,1,2
7227.788872,0.352299431,273.3356631,117.1582266,0,87.66359106,21,4,0,1,1
6.777010009,0.721532742,2.405261349,21.31033405,1,2431.985049,21,0,1,1,0
6793.412023,0.309454658,0.37118028,290.0686495,0,34.07113984,14,4,0,0,2
4.374068721,0.991077133,16.91054571,17.90282624,1,1841.932406,17,0,1,1,0
3.13028697,0.882019517,13.47710485,13.05350635,1,2831.345909,12,0,1,1,0
12.08356447,0.742240885,42.74228009,17.07772354,1,3482.189777,22,1,1,1,0
0,0.738428724,5.949351107,23.65690126,1,3178.838983,22,0,1,1,0
4.627777635,0.784741728,3.941303789,17.5576196,1,2049.383421,22,1,1,1,0
3496.298564,0.302797904,0.37118028,169.5775588,0,20.29143631,3,4,0,0,2
27.10523002,0.782895733,7.904133076,11.57666211,1,952.49291,20,0,1,1,0
0.538165668,0.714993709,12.36820821,20.33919257,1,3600.492121,17,0,1,1,0
8.819354522,0.79965731,18.65124631,25.035786,1,3113.297391,6,0,1,0,0
0,0.972283301,10.09584052,19.69798135,1,3015.035148,10,0,1,1,0
7924.191217,0.309888649,273.3356631,183.4719186,0,58.54715826,7,2,0,0,1
4926.900239,0.371187625,273.3356631,109.0366768,1,18.37875723,2,4,0,1,1
624.0284342,0.083767927,0.37118028,125.1484655,0,23.24049434,19,2,0,0,1
3625.314979,0.131654682,0.37118028,157.3207146,1,76.002002,21,3,0,0,2
0,0.785772037,18.24875108,14.40226936,1,3477.75144,17,0,1,0,0
4777.895747,0.131018908,273.3356631,189.0587668,1,62.82007743,2,1,0,0,1
2.54611884,0.789617672,40.48976917,15.53606242,1,1462.533782,11,0,0,0,0
11.10370265,0.995056442,1.546212817,16.13715626,1,417.9694633,7,0,1,0,0
7.083828079,0.721924469,0.624609272,16.66405458,1,691.845103,20,0,1,0,0
0.881230339,0.826610278,31.8658961,21.31775406,1,2882.308874,16,0,1,0,0
4739.6672,0.253242729,273.3356631,191.3072808,0,11.15621339,23,4,0,1,2
0,0.708261016,22.84418366,23.49344407,1,467.0588079,18,0,0,0,0
3677.69864,0.324328215,273.3356631,167.2810172,0,59.50798052,7,3,1,1,1
6.848361237,0.721870551,21.00658795,17.33637251,1,779.8412074,22,0,1,1,0
0,0.956708828,34.30842593,17.77028143,1,1949.109882,21,1,0,1,0
11.32781866,0.911675759,3.032820228,21.62229302,1,1344.42392,21,0,0,1,0
1329.060233,0.27138542,273.3356631,80,1,4.465099949,8,1,0,0,1
5.480849467,0.905976974,16.70850526,10.81820108,1,1951.872615,6,0,0,0,0
7.449665711,0.848263734,8.643297022,22.84051603,1,2323.070014,15,0,0,0,0
